   DATE       TIME    MULTI   C0%   CKMOD  BAT_mW  TEMP    VID   POWER
2021-01-07  12:13:48  30.44   82.6  100.0       0   72   0.8922   19.9   PL2
2021-01-07  12:13:49  30.80   79.3  100.0       0   72   0.9640   19.9   PL2
2021-01-07  12:13:49  30.53   86.0  100.0       0   73   0.9446   19.8   PL2
2021-01-07  12:13:49  31.33   74.1  100.0       0   72   1.0680   20.2   PL2
2021-01-07  12:13:49  30.99   77.5  100.0       0   72   1.0645   20.0   PL2
2021-01-07  12:13:49  30.60   81.8  100.0       0   72   1.1448   19.4   PL2
2021-01-07  12:13:49  31.63   74.5  100.0       0   70   1.1719   20.5   PL2
2021-01-07  12:13:49  30.84   80.7  100.0       0   72   0.9731   20.0   PL2
2021-01-07  12:13:49  30.55   80.1  100.0       0   72   0.8911   19.8   PL2
2021-01-07  12:13:50  31.23   74.8  100.0       0   72   0.9528   20.0   PL2
2021-01-07  12:13:50  30.72   82.2  100.0       0   71   0.8778   19.8   PL2
2021-01-07  12:13:50  30.96   79.7  100.0       0   71   0.9938   19.9   PL2
2021-01-07  12:13:50  30.51   81.4  100.0       0   72   0.8500   20.0   PL2
2021-01-07  12:13:50  30.41   81.8  100.0       0   70   1.0587   19.9   PL2
2021-01-07  12:13:50  30.91   76.7  100.0       0   71   0.9241   20.0   PL2
2021-01-07  12:13:50  30.14   84.6  100.0       0   71   0.9814   19.8   PL2
2021-01-07  12:13:50  31.04   75.5  100.0       0   71   0.8606   20.2   PL2
2021-01-07  12:13:51  31.62   74.9  100.0       0   72   0.9456   19.9   PL2
2021-01-07  12:13:51  30.79   80.3  100.0       0   73   0.9138   20.3   PL2
2021-01-07  12:13:51  29.62   86.3  100.0       0   72   0.9310   19.8   PL2
2021-01-07  12:13:51  30.56   78.0  100.0       0   72   0.9430   20.0   PL2
2021-01-07  12:13:51  30.24   84.8  100.0       0   73   0.9401   19.8   PL2
2021-01-07  12:13:51  28.90   90.5  100.0       0   72   0.9103   20.1   PL2
2021-01-07  12:13:51  30.41   81.6  100.0       0   72   0.9352   20.0   PL2
2021-01-07  12:13:51  30.68   79.6  100.0       0   72   0.8438   20.0   PL2
2021-01-07  12:13:52  30.84   77.3  100.0       0   72   0.9679   19.7   PL2
2021-01-07  12:13:52  30.79   80.1  100.0       0   72   0.9104   20.0   PL2
2021-01-07  12:13:52  31.65   70.7  100.0       0   71   0.9482   19.9   PL2
2021-01-07  12:13:52  31.64   71.1  100.0       0   71   0.9452   20.0   PL2
2021-01-07  12:13:52  30.61   79.3  100.0       0   72   0.8700   20.0   PL2
2021-01-07  12:13:52  30.94   78.1  100.0       0   71   0.9551   19.8   PL2
2021-01-07  12:13:52  31.64   71.6  100.0       0   72   1.0947   20.2   PL2
2021-01-07  12:13:52  30.84   76.9  100.0       0   72   0.8730   20.1   PL2
2021-01-07  12:13:53  30.72   80.3  100.0       0   72   0.9701   19.8   PL2
2021-01-07  12:13:53  31.47   76.3  100.0       0   71   0.9777   20.1   PL2
2021-01-07  12:13:53  31.86   69.1  100.0       0   72   0.9735   19.8   PL2
2021-01-07  12:13:53  31.30   78.1  100.0       0   74   0.9730   19.9   PL2
2021-01-07  12:13:53  31.93   70.5  100.0       0   72   0.9708   20.0   PL2
2021-01-07  12:13:53  31.70   72.9  100.0       0   72   0.9456   20.0   PL2
2021-01-07  12:13:53  31.61   71.8  100.0       0   73   0.9630   19.8   PL2
2021-01-07  12:13:53  31.24   77.3  100.0       0   72   0.9393   20.4   PL2
2021-01-07  12:13:54  31.76   71.2  100.0       0   70   1.1047   19.9   PL2
2021-01-07  12:13:54  30.98   77.0  100.0       0   72   1.0299   19.8   PL2
2021-01-07  12:13:54  31.70   70.0  100.0       0   72   0.9739   20.0   PL2
2021-01-07  12:13:54  31.59   71.7  100.0       0   71   0.9681   19.8   PL2
2021-01-07  12:13:54  31.50   73.7  100.0       0   72   0.9969   19.9   PL2
2021-01-07  12:13:54  30.27   86.3  100.0       0   71   0.9141   20.0   PL2
2021-01-07  12:13:54  29.73   86.2  100.0       0   70   1.1659   20.0   PL2
2021-01-07  12:13:54  30.74   78.3  100.0       0   72   0.9193   20.2   PL2
2021-01-07  12:13:55  30.82   80.5  100.0       0   72   0.9667   19.9   PL2
2021-01-07  12:13:55  31.76   71.6  100.0       0   71   0.9551   19.5   PL2
2021-01-07  12:13:55  30.97   78.0  100.0       0   72   1.0671   20.4   PL2
2021-01-07  12:13:55  31.06   78.2  100.0       0   72   0.9750   20.0   PL2
2021-01-07  12:13:55  31.07   79.8  100.0       0   72   0.8749   20.0   PL2
2021-01-07  12:13:55  31.14   75.2  100.0       0   72   0.9324   19.8   PL2
2021-01-07  12:13:55  30.99   77.2  100.0       0   71   1.1549   19.9   PL2
2021-01-07  12:13:55  31.23   74.0  100.0       0   71   1.1305   20.0   PL2
2021-01-07  12:13:56  31.54   70.2  100.0       0   70   1.1588   19.8   PL2
2021-01-07  12:13:56  29.68   85.2  100.0       0   72   0.8680   20.4   PL2
2021-01-07  12:13:56  28.24   96.5  100.0       0   73   0.8961   19.8   PL2
2021-01-07  12:13:56  29.73   86.0  100.0       0   72   0.9109   20.0   PL2
2021-01-07  12:13:56  28.88   91.3  100.0       0   74   0.8954   19.8   PL2
2021-01-07  12:13:56  28.84   93.1  100.0       0   72   0.8945   20.0   PL2
2021-01-07  12:13:56  30.65   79.6  100.0       0   71   1.0066   19.9   PL2
2021-01-07  12:13:56  30.66   81.9  100.0       0   73   0.8892   20.0   PL2
2021-01-07  12:13:57  30.09   83.2  100.0       0   72   0.9187   20.0   PL2
2021-01-07  12:13:57  30.87   76.3  100.0       0   71   0.9197   19.9   PL2
2021-01-07  12:13:57  30.59   80.0  100.0       0   72   1.0043   19.8   PL2
2021-01-07  12:13:57  31.29   71.8  100.0       0   72   0.9421   20.1   PL2
2021-01-07  12:13:57  30.95   76.2  100.0       0   72   1.0973   19.9   PL2
2021-01-07  12:13:57  30.70   79.0  100.0       0   72   0.9504   20.0   PL2
2021-01-07  12:13:57  30.69   76.4  100.0       0   71   1.0712   19.9   PL2
2021-01-07  12:13:57  30.88   80.5  100.0       0   72   0.9131   19.9   PL2
2021-01-07  12:13:58  31.08   73.2  100.0       0   72   0.9376   20.4   PL2
2021-01-07  12:13:58  30.86   77.7  100.0       0   71   0.8434   20.0   PL2
2021-01-07  12:13:58  27.88   97.1  100.0       0   73   0.8407   19.8   PL2
2021-01-07  12:13:58  28.24   92.5  100.0       0   72   0.9397   19.9   PL2
2021-01-07  12:13:58  31.37   77.1  100.0       0   72   0.9430   20.0   PL2
2021-01-07  12:13:58  32.02   69.5  100.0       0   72   1.0414   19.8   PL2
2021-01-07  12:13:58  30.10   82.5  100.0       0   73   0.9429   20.1   PL2
2021-01-07  12:13:58  31.46   72.3  100.0       0   71   0.9172   20.0   PL2
2021-01-07  12:13:59  31.25   71.9  100.0       0   72   1.1563   19.7   PL2
2021-01-07  12:13:59  32.27   69.9  100.0       0   72   1.0472   20.0   PL2
2021-01-07  12:13:59  31.00   79.5  100.0       0   72   0.9509   20.0   PL2
2021-01-07  12:13:59  32.33   65.9  100.0       0   72   0.9738   20.1   PL2
2021-01-07  12:13:59  31.70   71.3  100.0       0   72   0.9623   19.8   PL2
2021-01-07  12:13:59  31.88   70.8  100.0       0   71   0.9130   20.0   PL2
2021-01-07  12:13:59  31.03   75.3  100.0       0   72   0.9377   19.9   PL2
2021-01-07  12:13:59  31.76   71.7  100.0       0   72   0.8915   20.0   PL2
2021-01-07  12:14:00  30.78   80.0  100.0       0   72   0.9800   19.9   PL2
2021-01-07  12:14:00  30.92   78.4  100.0       0   72   0.9126   20.0   PL2
2021-01-07  12:14:00  30.75   79.4  100.0       0   73   1.0187   19.9   PL2
2021-01-07  12:14:00  30.74   83.5  100.0       0   73   0.8982   21.1   PL2
2021-01-07  12:14:00  31.54   73.6  100.0       0   71   1.1367   19.2   PL2
2021-01-07  12:14:00  31.90   70.4  100.0       0   73   0.9142   20.5   PL2
2021-01-07  12:14:00  30.40   85.5  100.0       0   72   1.0687   19.7   PL2
2021-01-07  12:14:00  30.32   80.4  100.0       0   73   0.8928   19.9   PL2
2021-01-07  12:14:01  30.66   78.2  100.0       0   72   1.0643   19.9   PL2
2021-01-07  12:14:01  30.25   81.0  100.0       0   73   0.9681   20.0   PL2
2021-01-07  12:14:01  29.95   83.5  100.0       0   73   0.9457   20.0   PL2
2021-01-07  12:14:01  30.84   76.2  100.0       0   73   1.0332   19.9   PL2
2021-01-07  12:14:01  28.76   94.6  100.0       0   72   0.9193   20.0   PL2
2021-01-07  12:14:01  30.65   86.3  100.0       0   73   0.9412   20.0   PL2
2021-01-07  12:14:01  31.32   84.7  100.0       0   72   1.0304   20.1   PL2
2021-01-07  12:14:01  30.32   83.1  100.0       0   72   0.9471   19.8   PL2
2021-01-07  12:14:02  31.45   74.1  100.0       0   71   0.9651   19.9   PL2
2021-01-07  12:14:02  28.91   94.9  100.0       0   73   0.8872   20.0   PL2
2021-01-07  12:14:02  29.36   87.7  100.0       0   72   0.9476   19.9   PL2
2021-01-07  12:14:02  29.53   88.1  100.0       0   73   1.0000   19.9   PL2
2021-01-07  12:14:02  30.20   85.6  100.0       0   71   1.0116   19.9   PL2
2021-01-07  12:14:02  31.81   69.7  100.0       0   72   0.9176   20.3   PL2
2021-01-07  12:14:02  30.27   82.3  100.0       0   72   1.0405   19.7   PL2
2021-01-07  12:14:02  30.97   78.4  100.0       0   72   0.8756   19.9   PL2
2021-01-07  12:14:03  31.82   72.7  100.0       0   71   0.9662   19.9   PL2
2021-01-07  12:14:03  31.61   72.2  100.0       0   72   0.9233   20.0   PL2
2021-01-07  12:14:03  31.08   76.3  100.0       0   72   1.0320   19.9   PL2
2021-01-07  12:14:03  31.12   74.6  100.0       0   73   0.8831   20.0   PL2
2021-01-07  12:14:03  31.13   79.4  100.0       0   72   0.8661   20.0   PL2
2021-01-07  12:14:03  31.90   70.8  100.0       0   71   0.9454   19.9   PL2
2021-01-07  12:14:03  30.61   80.1  100.0       0   72   1.0038   20.0   PL2
2021-01-07  12:14:03  30.86   81.7  100.0       0   73   0.9435   20.0   PL2
2021-01-07  12:14:04  31.44   74.1  100.0       0   73   0.9027   20.3   PL2
2021-01-07  12:14:04  30.85   80.7  100.0       0   72   1.0829   19.9   PL2
2021-01-07  12:14:04  31.24   74.0  100.0       0   72   1.0024   19.8   PL2
2021-01-07  12:14:04  30.95   76.7  100.0       0   72   0.9420   19.8   PL2
2021-01-07  12:14:04  30.67   82.4  100.0       0   71   0.9200   20.0   PL2
2021-01-07  12:14:04  31.56   73.2  100.0       0   72   0.9832   19.9   PL2
2021-01-07  12:14:04  30.55   81.3  100.0       0   73   1.0214   19.9   PL2
2021-01-07  12:14:04  30.01   86.7  100.0       0   72   0.8741   20.0   PL2
2021-01-07  12:14:05  28.61   93.4  100.0       0   74   0.8698   20.0   PL2
2021-01-07  12:14:05  29.73   87.6  100.0       0   73   0.9888   19.9   PL2
2021-01-07  12:14:05  31.04   75.5  100.0       0   71   0.9125   20.0   PL2
2021-01-07  12:14:05  30.52   82.8  100.0       0   73   1.0459   19.9   PL2
2021-01-07  12:14:05  31.05   78.1  100.0       0   72   1.2538   19.9   PL2
2021-01-07  12:14:05  32.13   70.7  100.0       0   72   1.0059   20.1   PL2
2021-01-07  12:14:05  30.12   85.8  100.0       0   73   0.9050   20.0   PL2
2021-01-07  12:14:05  28.83   95.0  100.0       0   73   0.9240   19.8   PL2
2021-01-07  12:14:06  30.69   82.7  100.0       0   73   1.0602   20.2   PL2
2021-01-07  12:14:06  29.05   92.5  100.0       0   73   0.8594   19.9   PL2
2021-01-07  12:14:06  29.07   90.4  100.0       0   73   0.9467   19.8   PL2
2021-01-07  12:14:06  30.03   87.2  100.0       0   73   0.9431   20.1   PL2
2021-01-07  12:14:06  31.22   78.1  100.0       0   72   1.1449   19.9   PL2
2021-01-07  12:14:06  31.90   69.0  100.0       0   72   0.9130   20.0   PL2
2021-01-07  12:14:06  30.55   81.2  100.0       0   72   0.9579   19.9   PL2
2021-01-07  12:14:06  31.05   74.7  100.0       0   74   0.8943   20.3   PL2
2021-01-07  12:14:07  30.90   78.3  100.0       0   73   0.9417   19.8   PL2
2021-01-07  12:14:07  30.97   78.1  100.0       0   72   1.0293   19.9   PL2
2021-01-07  12:14:07  31.39   71.5  100.0       0   73   0.9973   19.8   PL2
2021-01-07  12:14:07  31.44   73.8  100.0       0   73   0.9172   20.0   PL2
2021-01-07  12:14:07  31.64   70.2  100.0       0   73   0.9623   19.9   PL2
2021-01-07  12:14:07  30.87   81.4  100.0       0   71   1.0392   19.9   PL2
2021-01-07  12:14:07  30.22   83.9  100.0       0   73   1.0013   20.0   PL2
2021-01-07  12:14:07  30.69   84.5  100.0       0   74   0.8774   20.0   PL2
2021-01-07  12:14:08  30.79   77.4  100.0       0   72   1.2150   19.8   PL2
2021-01-07  12:14:08  29.45   85.4  100.0       0   73   0.9476   20.1   PL2
2021-01-07  12:14:08  28.72   92.6  100.0       0   73   0.9014   20.0   PL2
2021-01-07  12:14:08  29.04   90.5  100.0       0   73   0.9781   19.9   PL2
2021-01-07  12:14:08  31.14   75.0  100.0       0   73   1.0259   20.0   PL2
2021-01-07  12:14:08  30.56   82.9  100.0       0   73   1.1769   19.9   PL2
2021-01-07  12:14:08  30.89   75.4  100.0       0   73   0.9304   20.3   PL2
2021-01-07  12:14:08  30.16   84.0  100.0       0   73   0.8928   20.2   PL2
2021-01-07  12:14:09  29.65   89.7  100.0       0   73   1.1265   19.5   PL2
2021-01-07  12:14:09  30.82   78.5  100.0       0   73   0.9297   19.8   PL2
2021-01-07  12:14:09  30.51   80.4  100.0       0   72   0.9136   20.0   PL2
2021-01-07  12:14:09  30.65   78.5  100.0       0   73   0.9360   20.0   PL2
2021-01-07  12:14:09  30.36   79.4  100.0       0   73   1.0310   19.9   PL2
2021-01-07  12:14:09  30.62   83.0  100.0       0   72   0.9559   20.0   PL2
2021-01-07  12:14:09  31.15   73.5  100.0       0   73   1.0084   19.8   PL2
2021-01-07  12:14:09  30.64   80.3  100.0       0   73   0.8986   20.2   PL2
2021-01-07  12:14:10  30.59   80.4  100.0       0   72   1.0297   19.9   PL2
2021-01-07  12:14:10  31.15   75.9  100.0       0   73   1.0056   20.0   PL2
2021-01-07  12:14:10  30.72   78.8  100.0       0   72   0.8501   20.0   PL2
2021-01-07  12:14:10  30.69   79.4  100.0       0   73   0.9841   20.1   PL2
2021-01-07  12:14:10  30.24   84.1  100.0       0   72   0.8679   19.8   PL2
2021-01-07  12:14:10  31.16   73.8  100.0       0   72   0.9135   20.1   PL2
2021-01-07  12:14:10  30.51   81.2  100.0       0   73   1.0018   19.9   PL2
2021-01-07  12:14:10  30.31   82.4  100.0       0   73   0.8678   19.9   PL2
2021-01-07  12:14:11  30.76   79.0  100.0       0   73   0.9124   19.9   PL2
2021-01-07  12:14:11  30.50   82.6  100.0       0   74   1.0095   19.9   PL2
2021-01-07  12:14:11  29.46   87.6  100.0       0   74   0.9722   19.8   PL2
2021-01-07  12:14:11  30.35   83.0  100.0       0   74   0.9644   20.1   PL2
2021-01-07  12:14:11  29.63   87.2  100.0       0   73   0.8828   20.0   PL2
2021-01-07  12:14:11  28.21   95.6  100.0       0   74   0.8937   20.0   PL2
2021-01-07  12:14:11  28.73   91.1  100.0       0   73   0.9540   19.9   PL2
2021-01-07  12:14:11  32.32   68.7  100.0       0   74   0.8868   20.0   PL2
2021-01-07  12:14:12  30.60   80.0  100.0       0   73   1.0389   19.9   PL2
2021-01-07  12:14:12  31.39   73.3  100.0       0   72   0.9954   20.0   PL2
2021-01-07  12:14:12  30.53   80.7  100.0       0   73   0.9727   20.0   PL2
2021-01-07  12:14:12  31.51   75.7  100.0       0   74   0.9033   20.3   PL2
2021-01-07  12:14:12  31.38   78.1  100.0       0   72   1.1581   19.8   PL2
2021-01-07  12:14:12  31.46   77.1  100.0       0   73   0.9851   20.1   PL2
2021-01-07  12:14:12  31.18   72.7  100.0       0   72   0.8722   19.8   PL2
2021-01-07  12:14:12  30.42   82.0  100.0       0   73   0.8928   19.9   PL2
2021-01-07  12:14:13  31.18   77.5  100.0       0   72   1.1611   19.9   PL2
2021-01-07  12:14:13  31.31   74.4  100.0       0   73   0.8917   20.1   PL2
2021-01-07  12:14:13  30.71   80.3  100.0       0   72   1.0574   19.7   PL2
2021-01-07  12:14:13  31.02   75.4  100.0       0   73   1.0028   20.0   PL2
2021-01-07  12:14:13  30.83   76.2  100.0       0   73   0.9606   20.0   PL2
2021-01-07  12:14:13  31.46   75.6  100.0       0   73   0.9771   20.4   PL2
2021-01-07  12:14:13  31.71   71.9  100.0       0   72   1.0265   19.5   PL2
2021-01-07  12:14:13  31.05   80.1  100.0       0   73   0.9100   20.0   PL2
2021-01-07  12:14:14  31.89   71.9  100.0       0   73   1.0022   19.9   PL2
2021-01-07  12:14:14  31.66   72.2  100.0       0   72   0.8953   20.2   PL2
2021-01-07  12:14:14  30.76   79.5  100.0       0   73   1.1438   20.0   PL2
2021-01-07  12:14:14  32.13   68.5  100.0       0   73   0.9991   19.9   PL2
2021-01-07  12:14:14  28.43   92.7  100.0       0   75   0.8810   19.9   PL2
2021-01-07  12:14:14  29.20   91.5  100.0       0   73   0.8917   19.8   PL2
2021-01-07  12:14:14  31.06   73.8  100.0       0   72   0.9689   20.2   PL2
2021-01-07  12:14:14  30.55   80.4  100.0       0   73   0.9098   20.0   PL2
2021-01-07  12:14:15  30.96   75.2  100.0       0   72   1.1526   19.7   PL2
2021-01-07  12:14:15  33.21   63.0  100.0       0   72   1.0143   20.0   PL2
2021-01-07  12:14:15  30.34   85.3  100.0       0   73   0.9036   20.0   PL2
2021-01-07  12:14:15  30.80   78.6  100.0       0   73   0.8408   20.0   PL2
2021-01-07  12:14:15  30.22   84.0  100.0       0   74   0.8964   19.9   PL2
2021-01-07  12:14:15  30.44   83.3  100.0       0   73   1.0308   19.9   PL2
2021-01-07  12:14:15  30.74   76.6  100.0       0   73   0.9685   20.0   PL2
2021-01-07  12:14:15  30.50   82.2  100.0       0   73   0.8945   20.0   PL2
2021-01-07  12:14:16  30.33   81.7  100.0       0   72   1.0332   19.7   PL2
2021-01-07  12:14:16  31.66   70.9  100.0       0   75   0.9158   20.0   PL2
2021-01-07  12:14:16  29.56   90.6  100.0       0   73   0.9685   20.0   PL2
2021-01-07  12:14:16  30.80   78.5  100.0       0   73   0.8640   20.0   PL2
2021-01-07  12:14:16  29.95   84.1  100.0       0   74   0.9078   19.9   PL2
2021-01-07  12:14:16  28.25   98.3  100.0       0   73   0.9088   20.0   PL2
2021-01-07  12:14:16  28.07   98.8  100.0       0   74   0.9401   19.9   PL2
2021-01-07  12:14:16  29.60   95.7  100.0       0   73   0.9080   20.0   PL2
2021-01-07  12:14:17  27.77   99.0  100.0       0   74   0.9410   19.9   PL2
2021-01-07  12:14:17  28.57   93.6  100.0       0   73   0.9768   20.3   PL2
2021-01-07  12:14:17  29.93   87.8  100.0       0   73   0.9332   19.8   PL2
2021-01-07  12:14:17  30.55   81.4  100.0       0   73   1.0651   19.9   PL2
2021-01-07  12:14:17  30.98   76.6  100.0       0   74   1.0200   20.0   PL2
2021-01-07  12:14:17  30.49   82.8  100.0       0   73   1.0886   20.1   PL2
2021-01-07  12:14:17  31.08   75.0  100.0       0   72   0.9979   19.8   PL2
2021-01-07  12:14:17  30.13   82.8  100.0       0   74   0.8920   20.0   PL2
2021-01-07  12:14:18  30.67   79.1  100.0       0   72   0.8936   19.8   PL2
2021-01-07  12:14:18  31.01   75.5  100.0       0   73   0.8767   19.8   PL2
2021-01-07  12:14:18  30.88   78.9  100.0       0   73   1.1038   20.0   PL2
2021-01-07  12:14:18  30.63   78.6  100.0       0   73   1.0692   20.0   PL2
2021-01-07  12:14:18  30.87   75.1  100.0       0   74   1.1550   19.9   PL2
2021-01-07  12:14:18  30.32   84.1  100.0       0   73   0.9628   20.0   PL2
2021-01-07  12:14:18  30.85   75.7  100.0       0   73   0.9846   20.4   PL2
2021-01-07  12:14:18  30.36   81.8  100.0       0   73   0.8937   19.5   PL2
2021-01-07  12:14:19  30.50   79.5  100.0       0   73   1.0104   19.9   PL2
2021-01-07  12:14:19  30.77   75.5  100.0       0   73   1.0800   19.9   PL2
2021-01-07  12:14:19  31.04   79.2  100.0       0   72   1.0273   19.8   PL2
2021-01-07  12:14:19  30.05   84.1  100.0       0   73   0.9701   20.5   PL2
2021-01-07  12:14:19  32.22   75.8  100.0       0   74   1.0123   22.0   PL2
2021-01-07  12:14:19  30.90   81.2  100.0       0   73   1.0398   20.0   PL2
2021-01-07  12:14:19  30.59   77.2  100.0       0   73   1.0100   19.8   PL2
2021-01-07  12:14:19  30.22   83.6  100.0       0   74   0.8927   20.0   PL2
2021-01-07  12:14:20  30.63   79.4  100.0       0   73   1.0347   20.1   PL2
2021-01-07  12:14:20  30.85   75.9  100.0       0   73   1.0553   20.0   PL2
2021-01-07  12:14:20  30.02   87.4  100.0       0   72   0.9303   20.0   PL2
2021-01-07  12:14:20  30.12   84.5  100.0       0   73   0.9777   20.0   PL2
2021-01-07  12:14:20  30.77   79.0  100.0       0   73   0.9609   19.8   PL2
2021-01-07  12:14:20  31.02   77.7  100.0       0   73   0.8756   20.0   PL2
2021-01-07  12:14:20  30.77   78.6  100.0       0   72   1.0741   19.9   PL2
2021-01-07  12:14:20  30.26   84.6  100.0       0   74   0.9081   20.0   PL2
2021-01-07  12:14:21  30.08   84.1  100.0       0   73   0.9443   19.9   PL2
2021-01-07  12:14:21  30.69   78.8  100.0       0   74   0.9086   20.1   PL2
2021-01-07  12:14:21  29.91   87.0  100.0       0   73   0.8840   20.0   PL2
2021-01-07  12:14:21  30.46   84.3  100.0       0   74   0.9705   19.8   PL2
2021-01-07  12:14:21  30.58   83.4  100.0       0   74   0.9348   20.0   PL2
2021-01-07  12:14:21  31.22   76.2  100.0       0   72   1.0074   19.8   PL2
2021-01-07  12:14:21  30.35   81.8  100.0       0   73   0.9336   20.1   PL2
2021-01-07  12:14:21  30.28   85.7  100.0       0   73   0.9069   20.0   PL2
2021-01-07  12:14:22  31.13   72.8  100.0       0   73   1.1312   19.7   PL2
2021-01-07  12:14:22  32.13   72.0  100.0       0   74   0.9331   20.2   PL2
2021-01-07  12:14:22  31.32   75.8  100.0       0   73   1.0962   20.4   PL2
2021-01-07  12:14:22  31.23   74.5  100.0       0   72   1.0713   19.8   PL2
2021-01-07  12:14:22  30.43   79.6  100.0       0   71   1.0436   19.8   PL2
2021-01-07  12:14:22  30.80   76.9  100.0       0   73   0.9032   20.0   PL2
2021-01-07  12:14:22  30.93   82.3  100.0       0   73   0.8270   20.0   PL2
2021-01-07  12:14:22  31.44   75.5  100.0       0   74   0.8975   19.8   PL2
2021-01-07  12:14:23  30.84   81.1  100.0       0   73   0.9723   20.1   PL2
2021-01-07  12:14:23  32.39   68.9  100.0       0   72   1.1246   19.7   PL2
2021-01-07  12:14:23  31.73   72.2  100.0       0   74   0.9366   20.0   PL2
2021-01-07  12:14:23  30.79   79.7  100.0       0   73   1.0791   20.1   PL2
2021-01-07  12:14:23  30.78   78.7  100.0       0   73   0.9022   19.9   PL2
2021-01-07  12:14:23  30.91   78.5  100.0       0   73   1.0016   19.9   PL2
2021-01-07  12:14:23  30.97   77.0  100.0       0   72   1.0232   20.1   PL2
