   DATE       TIME    MULTI   C0%   CKMOD  BAT_mW  TEMP    VID   POWER
2021-01-09  16:46:03  32.44   67.8  100.0       0   65   1.0797   20.1   PL2
2021-01-09  16:46:03  31.90   73.7  100.0       0   65   1.0609   20.4   PL2
2021-01-09  16:46:03  32.37   70.0  100.0       0   66   0.9948   19.3   PL2
2021-01-09  16:46:03  31.94   70.6  100.0       0   65   1.0383   19.8   PL2
2021-01-09  16:46:04  32.25   69.5  100.0       0   65   0.9460   20.2   PL2
2021-01-09  16:46:04  32.19   69.3  100.0       0   65   1.2032   20.2   PL2
2021-01-09  16:46:04  31.93   71.4  100.0       0   66   0.9043   19.6   PL2
2021-01-09  16:46:04  31.77   72.7  100.0       0   66   0.9750   20.6   PL2
2021-01-09  16:46:04  31.97   72.4  100.0       0   66   1.0497   20.1   PL2
2021-01-09  16:46:04  32.30   68.2  100.0       0   66   1.0527   19.2   PL2
2021-01-09  16:46:04  32.61   67.6  100.0       0   67   0.9376   20.8   PL2
2021-01-09  16:46:04  32.02   70.9  100.0       0   65   1.0847   19.4   PL2
2021-01-09  16:46:05  32.65   70.2  100.0       0   65   0.9976   20.1   PL2
2021-01-09  16:46:05  31.92   72.6  100.0       0   66   1.0029   20.0   PL2
2021-01-09  16:46:05  32.12   71.8  100.0       0   66   0.9677   20.0   PL2
2021-01-09  16:46:05  31.88   72.5  100.0       0   65   1.0409   19.6   PL2
2021-01-09  16:46:05  32.26   69.1  100.0       0   65   1.1194   19.7   PL2
2021-01-09  16:46:05  32.06   69.4  100.0       0   64   0.9240   20.0   PL2
2021-01-09  16:46:05  32.22   68.6  100.0       0   65   1.0537   19.9   PL2
2021-01-09  16:46:05  31.60   75.8  100.0       0   66   0.8765   20.2   PL2
2021-01-09  16:46:06  31.70   74.9  100.0       0   65   1.0829   19.9   PL2
2021-01-09  16:46:06  31.82   70.7  100.0       0   65   1.0150   19.8   PL2
2021-01-09  16:46:06  32.06   71.1  100.0       0   65   0.9283   20.7   PL2
2021-01-09  16:46:06  32.02   71.4  100.0       0   65   1.0131   19.4   PL2
2021-01-09  16:46:06  31.87   71.5  100.0       0   64   1.0509   20.1   PL2
2021-01-09  16:46:06  32.02   69.1  100.0       0   68   1.1049   19.6   PL2
2021-01-09  16:46:06  32.48   67.8  100.0       0   65   1.0875   20.0   PL2
2021-01-09  16:46:06  32.10   69.5  100.0       0   65   1.0115   20.6   PL2
2021-01-09  16:46:07  32.22   68.7  100.0       0   65   0.9189   19.3   PL2
2021-01-09  16:46:07  31.70   73.7  100.0       0   65   1.0847   20.4   PL2
2021-01-09  16:46:07  32.49   71.3  100.0       0   65   1.0494   20.0   PL2
2021-01-09  16:46:07  31.79   71.9  100.0       0   65   1.1235   19.8   PL2
2021-01-09  16:46:07  32.05   72.2  100.0       0   67   0.9159   19.7   PL2
2021-01-09  16:46:07  31.56   75.1  100.0       0   65   0.9700   20.3   PL2
2021-01-09  16:46:07  31.84   72.3  100.0       0   66   1.1019   19.6   PL2
2021-01-09  16:46:07  31.31   77.0  100.0       0   66   1.0083   20.1   PL2
2021-01-09  16:46:08  31.02   78.6  100.0       0   66   1.0663   19.9   PL2
2021-01-09  16:46:08  32.22   68.8  100.0       0   65   0.9178   19.8   PL2
2021-01-09  16:46:08  31.98   71.1  100.0       0   65   0.8910   20.5   PL2
2021-01-09  16:46:08  31.80   72.0  100.0       0   65   1.0560   19.9   PL2
2021-01-09  16:46:08  31.82   71.7  100.0       0   66   0.9545   19.7   PL2
2021-01-09  16:46:08  32.72   67.3  100.0       0   67   0.9973   20.4   PL2
2021-01-09  16:46:08  32.33   69.5  100.0       0   66   0.9150   19.7   PL2
2021-01-09  16:46:08  32.31   68.4  100.0       0   66   1.0510   20.1   PL2
2021-01-09  16:46:09  32.39   68.6  100.0       0   65   1.1636   19.6   PL2
2021-01-09  16:46:09  31.78   75.4  100.0       0   66   0.9413   20.0   PL2
2021-01-09  16:46:09  32.18   70.7  100.0       0   67   0.9834   20.1   PL2
2021-01-09  16:46:09  32.30   69.4  100.0       0   65   0.9723   19.8   PL2
2021-01-09  16:46:09  32.08   71.2  100.0       0   66   1.0411   19.8   PL2
2021-01-09  16:46:09  32.60   67.3  100.0       0   66   0.9408   20.1   PL2
2021-01-09  16:46:09  32.60   67.8  100.0       0   66   1.0348   20.1   PL2
2021-01-09  16:46:09  32.14   70.9  100.0       0   69   1.0449   20.1   PL2
2021-01-09  16:46:10  32.68   67.0  100.0       0   67   0.9656   19.8   PL2
2021-01-09  16:46:10  32.34   70.7  100.0       0   66   1.0076   20.4   PL2
2021-01-09  16:46:10  32.39   69.8  100.0       0   67   0.9755   19.8   PL2
2021-01-09  16:46:10  32.49   69.2  100.0       0   65   1.0210   19.8   PL2
2021-01-09  16:46:10  31.91   71.1  100.0       0   65   1.1371   20.3   PL2
2021-01-09  16:46:10  32.44   71.2  100.0       0   70   1.2570   19.9
2021-01-09  16:46:10  34.36   67.5  100.0       0   65   1.0026   23.7   PL2
2021-01-09  16:46:10  31.77   74.6  100.0       0   66   0.9447   20.3   PL2
2021-01-09  16:46:11  32.10   71.6  100.0       0   66   1.1963   19.4   PL2
2021-01-09  16:46:11  31.99   69.7  100.0       0   65   1.1831   20.1   PL2
2021-01-09  16:46:11  31.66   75.9  100.0       0   66   0.9197   20.5   PL2
2021-01-09  16:46:11  31.96   71.1  100.0       0   66   0.9469   19.6   PL2
2021-01-09  16:46:11  30.34   84.1  100.0       0   66   0.9550   20.1   PL2
2021-01-09  16:46:11  31.72   72.3  100.0       0   66   1.0151   19.3   PL2
2021-01-09  16:46:11  32.01   70.6  100.0       0   66   0.9747   20.8   PL2
2021-01-09  16:46:11  32.25   70.0  100.0       0   66   1.1630   19.4   PL2
2021-01-09  16:46:12  32.50   69.9  100.0       0   66   1.0205   20.3   PL2
2021-01-09  16:46:12  31.63   74.9  100.0       0   65   0.9556   19.4   PL2
2021-01-09  16:46:12  32.33   69.2  100.0       0   67   0.9462   20.6   PL2
2021-01-09  16:46:12  31.88   73.4  100.0       0   65   0.9818   19.3   PL2
2021-01-09  16:46:12  31.93   72.1  100.0       0   66   0.9802   20.6   PL2
2021-01-09  16:46:12  32.42   68.6  100.0       0   65   0.9125   19.5   PL2
2021-01-09  16:46:12  33.13   64.5  100.0       0   64   0.9835   19.9   PL2
2021-01-09  16:46:12  31.66   75.7  100.0       0   66   1.0740   20.3   PL2
2021-01-09  16:46:13  30.53   82.1  100.0       0   65   1.0109   19.7   PL2
2021-01-09  16:46:13  32.53   68.8  100.0       0   64   0.9723   20.4   PL2
2021-01-09  16:46:13  32.19   74.6  100.0       0   66   0.9769   19.4   PL2
2021-01-09  16:46:13  32.07   71.7  100.0       0   67   0.9762   20.1   PL2
2021-01-09  16:46:13  32.20   70.2  100.0       0   66   0.9340   19.8   PL2
2021-01-09  16:46:13  32.64   69.0  100.0       0   66   1.0033   20.4   PL2
2021-01-09  16:46:13  32.54   68.0  100.0       0   66   0.9805   20.0   PL2
2021-01-09  16:46:13  32.55   70.1  100.0       0   66   0.9081   19.7   PL2
2021-01-09  16:46:14  32.02   71.6  100.0       0   66   1.1660   19.7   PL2
2021-01-09  16:46:14  32.40   68.9  100.0       0   65   1.0151   20.5   PL2
2021-01-09  16:46:14  32.32   69.3  100.0       0   65   1.0959   19.8   PL2
2021-01-09  16:46:14  32.26   70.2  100.0       0   66   0.9806   19.7   PL2
2021-01-09  16:46:14  32.49   67.2  100.0       0   65   1.1384   20.2   PL2
2021-01-09  16:46:14  32.94   64.9  100.0       0   67   1.0112   19.7   PL2
2021-01-09  16:46:14  32.69   66.3  100.0       0   65   0.9928   20.3   PL2
2021-01-09  16:46:14  32.94   64.8  100.0       0   65   1.0861   20.2   PL2
2021-01-09  16:46:15  33.59   61.1  100.0       0   66   0.9442   19.5   PL2
2021-01-09  16:46:15  34.37   58.4  100.0       0   64   1.2090   20.0   PL2
2021-01-09  16:46:15  32.58   69.8  100.0       0   66   0.9653   19.7   PL2
2021-01-09  16:46:15  32.46   70.7  100.0       0   65   1.0852   19.9   PL2
2021-01-09  16:46:15  32.56   66.2  100.0       0   66   1.0179   20.6   PL2
2021-01-09  16:46:15  33.50   64.1  100.0       0   67   1.0129   19.9   PL2
2021-01-09  16:46:15  32.17   70.4  100.0       0   66   1.0177   19.3   PL2
2021-01-09  16:46:15  32.35   71.0  100.0       0   65   1.0482   20.6   PL2
2021-01-09  16:46:16  32.38   71.0  100.0       0   66   0.9711   19.5   PL2
2021-01-09  16:46:16  33.20   64.6  100.0       0   65   0.9891   19.8   PL2
2021-01-09  16:46:16  32.46   67.9  100.0       0   66   1.0343   20.6   PL2
2021-01-09  16:46:16  32.71   66.8  100.0       0   65   1.2131   19.6   PL2
2021-01-09  16:46:16  33.04   68.8  100.0       0   66   0.9401   20.0   PL2
2021-01-09  16:46:16  32.72   67.1  100.0       0   66   0.9741   19.6   PL2
2021-01-09  16:46:16  33.16   64.7  100.0       0   66   0.8939   20.0   PL2
2021-01-09  16:46:16  33.28   64.1  100.0       0   67   0.9675   20.3   PL2
2021-01-09  16:46:17  32.93   65.4  100.0       0   66   1.0029   19.6   PL2
2021-01-09  16:46:17  32.78   65.9  100.0       0   66   1.1691   19.9   PL2
2021-01-09  16:46:17  32.92   67.8  100.0       0   66   0.9061   20.5   PL2
2021-01-09  16:46:17  32.06   73.6  100.0       0   65   1.2152   20.0   PL2
2021-01-09  16:46:17  33.21   66.8  100.0       0   65   0.9749   19.5   PL2
2021-01-09  16:46:17  33.10   64.2  100.0       0   67   1.0917   19.8   PL2
2021-01-09  16:46:17  33.75   62.0  100.0       0   65   1.1107   20.1   PL2
2021-01-09  16:46:17  32.03   73.1  100.0       0   67   0.9448   20.0   PL2
2021-01-09  16:46:18  31.13   78.0  100.0       0   65   1.0720   20.1   PL2
2021-01-09  16:46:18  33.16   65.4  100.0       0   66   0.9144   20.0   PL2
2021-01-09  16:46:18  32.63   69.2  100.0       0   65   1.0051   19.9   PL2
2021-01-09  16:46:18  32.40   69.8  100.0       0   65   0.9540   20.3   PL2
2021-01-09  16:46:18  32.92   67.1  100.0       0   66   1.0278   19.9   PL2
2021-01-09  16:46:18  32.48   68.2  100.0       0   65   0.9730   19.7   PL2
2021-01-09  16:46:18  33.07   65.2  100.0       0   65   0.9497   20.0   PL2
2021-01-09  16:46:18  33.47   62.3  100.0       0   65   1.0729   19.8   PL2
2021-01-09  16:46:19  32.80   65.5  100.0       0   64   0.9458   20.6   PL2
2021-01-09  16:46:19  33.24   64.7  100.0       0   66   1.1707   19.1   PL2
2021-01-09  16:46:19  32.30   69.4  100.0       0   65   0.9720   20.4   PL2
2021-01-09  16:46:19  31.97   73.8  100.0       0   65   0.8817   20.2   PL2
2021-01-09  16:46:19  32.79   67.8  100.0       0   65   1.1141   19.4   PL2
2021-01-09  16:46:19  32.88   68.6  100.0       0   67   0.9376   20.0   PL2
2021-01-09  16:46:19  32.68   69.3  100.0       0   67   1.0547   20.1   PL2
2021-01-09  16:46:19  33.23   64.4  100.0       0   66   0.9817   19.8   PL2
2021-01-09  16:46:20  32.71   67.4  100.0       0   66   0.8827   20.0   PL2
2021-01-09  16:46:20  32.94   65.9  100.0       0   66   0.9973   20.2   PL2
2021-01-09  16:46:20  32.41   67.4  100.0       0   65   1.0352   20.0   PL2
2021-01-09  16:46:20  32.54   68.3  100.0       0   66   0.9221   19.7   PL2
2021-01-09  16:46:20  32.95   67.4  100.0       0   66   0.9199   20.3   PL2
2021-01-09  16:46:20  32.83   65.1  100.0       0   65   1.1168   19.9   PL2
2021-01-09  16:46:20  33.12   65.5  100.0       0   65   1.1857   19.6   PL2
2021-01-09  16:46:20  32.48   70.1  100.0       0   66   0.9353   20.4   PL2
2021-01-09  16:46:21  32.76   68.8  100.0       0   66   0.9257   20.1   PL2
2021-01-09  16:46:21  32.60   67.9  100.0       0   66   0.9647   19.8   PL2
2021-01-09  16:46:21  33.13   65.6  100.0       0   67   1.0989   20.2   PL2
2021-01-09  16:46:21  32.30   70.1  100.0       0   66   0.9392   19.5   PL2
2021-01-09  16:46:21  32.15   73.5  100.0       0   66   0.9216   20.1   PL2
2021-01-09  16:46:21  33.06   66.4  100.0       0   66   1.0820   20.2   PL2
2021-01-09  16:46:21  32.21   72.4  100.0       0   67   0.9778   19.3   PL2
2021-01-09  16:46:21  31.99   73.1  100.0       0   70   1.0809   19.9   PL2
2021-01-09  16:46:22  32.38   72.0  100.0       0   67   1.0426   20.0   PL2
2021-01-09  16:46:22  31.23   77.5  100.0       0   66   1.0361   20.1   PL2
2021-01-09  16:46:22  31.03   79.3  100.0       0   66   0.9489   20.3   PL2
2021-01-09  16:46:22  30.79   80.4  100.0       0   66   1.0961   19.4   PL2
2021-01-09  16:46:22  31.31   77.2  100.0       0   67   0.8737   20.0   PL2
2021-01-09  16:46:22  29.51   92.3  100.0       0   67   0.9454   19.9   PL2
2021-01-09  16:46:22  31.74   75.1  100.0       0   66   0.9396   20.6   PL2
2021-01-09  16:46:22  31.98   73.7  100.0       0   67   0.9463   20.0   PL2
2021-01-09  16:46:23  31.45   76.6  100.0       0   65   1.1100   19.3   PL2
2021-01-09  16:46:23  34.92   54.7  100.0       0   68   1.0970   20.0   PL2
2021-01-09  16:46:23  33.27   65.7  100.0       0   65   0.9453   20.2   PL2
2021-01-09  16:46:23  32.69   66.5  100.0       0   65   0.9147   19.8   PL2
2021-01-09  16:46:23  32.87   68.4  100.0       0   65   1.1233   19.9   PL2
2021-01-09  16:46:23  32.96   68.0  100.0       0   66   0.8984   20.0   PL2
2021-01-09  16:46:23  32.65   67.9  100.0       0   66   1.0294   20.2   PL2
2021-01-09  16:46:23  33.66   61.4  100.0       0   65   1.0878   19.8   PL2
2021-01-09  16:46:24  33.14   66.1  100.0       0   65   1.0333   19.7   PL2
2021-01-09  16:46:24  32.91   65.8  100.0       0   66   0.8613   20.7   PL2
2021-01-09  16:46:24  33.28   62.7  100.0       0   66   1.0596   19.2   PL2
2021-01-09  16:46:24  33.16   67.1  100.0       0   65   1.0935   20.1   PL2
2021-01-09  16:46:24  33.06   65.8  100.0       0   66   1.0295   19.8   PL2
2021-01-09  16:46:24  33.42   63.6  100.0       0   66   0.9736   20.0   PL2
2021-01-09  16:46:24  33.81   61.0  100.0       0   65   1.1411   20.4   PL2
2021-01-09  16:46:24  32.92   66.1  100.0       0   66   1.0625   19.5   PL2
2021-01-09  16:46:25  33.76   62.0  100.0       0   64   1.1016   20.6   PL2
2021-01-09  16:46:25  33.34   64.9  100.0       0   67   1.2114   19.3   PL2
2021-01-09  16:46:25  34.00   60.5  100.0       0   66   1.0409   20.4   PL2
2021-01-09  16:46:25  32.75   65.0  100.0       0   65   1.1239   19.9   PL2
2021-01-09  16:46:25  33.02   66.5  100.0       0   66   1.0031   19.8   PL2
2021-01-09  16:46:25  33.20   67.8  100.0       0   64   0.8881   20.2   PL2
2021-01-09  16:46:25  33.34   62.7  100.0       0   65   1.1177   20.2   PL2
2021-01-09  16:46:25  32.31   71.8  100.0       0   65   0.9484   19.4   PL2
2021-01-09  16:46:26  32.70   67.7  100.0       0   65   1.0349   19.9   PL2
2021-01-09  16:46:26  32.67   66.1  100.0       0   65   1.0085   20.5   PL2
2021-01-09  16:46:26  33.21   64.3  100.0       0   66   1.0486   19.9   PL2
2021-01-09  16:46:26  33.02   66.0  100.0       0   66   1.2261   20.0   PL2
2021-01-09  16:46:26  33.42   63.6  100.0       0   66   1.0171   19.4   PL2
2021-01-09  16:46:26  32.93   65.9  100.0       0   65   1.0404   20.1   PL2
2021-01-09  16:46:26  33.34   63.1  100.0       0   65   0.9249   19.8   PL2
2021-01-09  16:46:26  33.33   64.4  100.0       0   65   0.9772   20.1   PL2
2021-01-09  16:46:27  33.24   62.5  100.0       0   65   1.1028   19.9   PL2
2021-01-09  16:46:27  33.19   62.8  100.0       0   65   0.9751   19.8   PL2
2021-01-09  16:46:27  32.90   64.6  100.0       0   67   1.0768   20.6   PL2
2021-01-09  16:46:27  32.70   65.8  100.0       0   66   1.0615   19.5   PL2
2021-01-09  16:46:27  33.26   64.3  100.0       0   66   1.2061   20.5   PL2
2021-01-09  16:46:27  32.11   72.3  100.0       0   68   0.9150   19.6   PL2
2021-01-09  16:46:27  32.68   68.0  100.0       0   65   1.1694   19.6   PL2
2021-01-09  16:46:27  32.31   70.2  100.0       0   67   0.9000   20.4   PL2
2021-01-09  16:46:28  31.76   73.1  100.0       0   66   1.2552   20.0   PL2
2021-01-09  16:46:28  33.48   62.6  100.0       0   65   0.9269   19.8   PL2
2021-01-09  16:46:28  33.04   64.6  100.0       0   66   0.9509   20.3   PL2
2021-01-09  16:46:28  33.11   66.6  100.0       0   66   1.1200   19.4   PL2
2021-01-09  16:46:28  33.58   61.5  100.0       0   66   1.1639   20.3   PL2
2021-01-09  16:46:28  33.21   63.8  100.0       0   66   0.9716   19.7   PL2
2021-01-09  16:46:28  33.10   64.7  100.0       0   66   1.1403   20.6   PL2
2021-01-09  16:46:28  32.86   65.9  100.0       0   65   1.0627   19.8   PL2
2021-01-09  16:46:29  32.38   68.9  100.0       0   65   1.1764   19.4   PL2
2021-01-09  16:46:29  33.06   65.3  100.0       0   67   1.0005   20.0   PL2
2021-01-09  16:46:29  33.12   66.0  100.0       0   66   0.8988   20.6   PL2
2021-01-09  16:46:29  33.01   65.4  100.0       0   67   0.9025   19.3   PL2
2021-01-09  16:46:29  32.83   65.6  100.0       0   66   1.0388   19.9   PL2
2021-01-09  16:46:29  32.32   72.3  100.0       0   65   0.9535   20.6   PL2
2021-01-09  16:46:29  33.31   64.9  100.0       0   66   1.0730   19.2   PL2
2021-01-09  16:46:29  32.91   66.3  100.0       0   66   1.0635   20.2   PL2
2021-01-09  16:46:30  32.94   65.2  100.0       0   65   1.0125   20.3   PL2
2021-01-09  16:46:30  32.77   66.9  100.0       0   64   1.0890   20.1   PL2
2021-01-09  16:46:30  33.96   66.2  100.0       0   66   0.9880   21.7   PL2
2021-01-09  16:46:30  32.63   66.7  100.0       0   66   0.9468   19.3   PL2
2021-01-09  16:46:30  33.01   65.6  100.0       0   66   0.9987   19.9   PL2
2021-01-09  16:46:30  32.77   67.4  100.0       0   68   0.9443   20.3   PL2
2021-01-09  16:46:30  32.82   67.6  100.0       0   65   1.0012   20.3   PL2
2021-01-09  16:46:30  34.50   59.6  100.0       0   65   1.2318   19.7   PL2
2021-01-09  16:46:31  32.64   70.5  100.0       0   66   0.8934   19.9   PL2
2021-01-09  16:46:31  33.03   65.6  100.0       0   65   0.9950   20.2   PL2
2021-01-09  16:46:31  33.32   65.0  100.0       0   65   1.0525   19.3   PL2
2021-01-09  16:46:31  31.56   74.2  100.0       0   66   0.9434   20.3   PL2
2021-01-09  16:46:31  32.68   65.5  100.0       0   65   1.1390   20.2   PL2
2021-01-09  16:46:31  32.60   69.1  100.0       0   66   0.9554   19.6   PL2
2021-01-09  16:46:31  32.00   73.6  100.0       0   65   1.0756   20.2   PL2
2021-01-09  16:46:31  33.13   62.7  100.0       0   66   1.1509   20.2   PL2
2021-01-09  16:46:32  33.14   64.3  100.0       0   66   1.0042   19.4   PL2
2021-01-09  16:46:32  32.87   65.4  100.0       0   65   1.1410   19.8   PL2
2021-01-09  16:46:32  33.24   65.4  100.0       0   66   0.9550   20.0   PL2
2021-01-09  16:46:32  32.68   66.5  100.0       0   68   1.2529   20.5   PL2
2021-01-09  16:46:32  33.25   63.4  100.0       0   66   1.1012   19.4   PL2
2021-01-09  16:46:32  32.89   67.9  100.0       0   65   1.2271   20.2   PL2
2021-01-09  16:46:32  34.51   59.7  100.0       0   67   1.0568   20.1   PL2
2021-01-09  16:46:32  32.33   68.6  100.0       0   65   1.0811   20.0   PL2
2021-01-09  16:46:33  32.25   70.7  100.0       0   65   1.1467   19.6   PL2
2021-01-09  16:46:33  33.91   61.1  100.0       0   65   1.2092   20.0   PL2
2021-01-09  16:46:33  34.00   60.7  100.0       0   66   0.9517   20.2   PL2
2021-01-09  16:46:33  32.30   71.3  100.0       0   66   0.9377   19.6   PL2
2021-01-09  16:46:33  32.98   66.9  100.0       0   66   0.9742   20.3   PL2
2021-01-09  16:46:33  31.53   75.5  100.0       0   66   1.0653   20.1   PL2
2021-01-09  16:46:33  31.78   75.6  100.0       0   65   1.1440   19.4   PL2
2021-01-09  16:46:33  32.93   66.6  100.0       0   65   1.1500   20.8   PL2
2021-01-09  16:46:34  32.66   67.9  100.0       0   64   0.9969   19.7   PL2
2021-01-09  16:46:34  32.97   65.0  100.0       0   66   1.0017   19.7   PL2
2021-01-09  16:46:34  34.31   59.4  100.0       0   66   0.8931   20.0   PL2
2021-01-09  16:46:34  32.70   69.0  100.0       0   65   1.0354   19.7   PL2
2021-01-09  16:46:34  32.54   67.6  100.0       0   66   0.9971   20.6   PL2
2021-01-09  16:46:34  32.58   69.9  100.0       0   66   0.9996   19.6   PL2
2021-01-09  16:46:34  32.65   66.6  100.0       0   66   0.9127   20.0   PL2
2021-01-09  16:46:34  32.24   71.5  100.0       0   66   0.9424   19.6   PL2
2021-01-09  16:46:35  32.05   71.4  100.0       0   65   1.0004   20.6   PL2
2021-01-09  16:46:35  32.11   71.6  100.0       0   67   0.9513   19.5   PL2
2021-01-09  16:46:35  32.61   69.4  100.0       0   67   1.0455   20.4   PL2
2021-01-09  16:46:35  32.43   69.2  100.0       0   66   1.1829   19.3   PL2
2021-01-09  16:46:35  31.99   70.8  100.0       0   65   1.0184   20.0   PL2
2021-01-09  16:46:35  31.12   77.4  100.0       0   66   0.9452   20.3   PL2
2021-01-09  16:46:35  31.15   79.0  100.0       0   66   0.9192   20.3   PL2
2021-01-09  16:46:35  31.56   75.8  100.0       0   66   1.0385   19.3   PL2
2021-01-09  16:46:36  32.13   71.7  100.0       0   65   1.0509   19.9   PL2
2021-01-09  16:46:36  32.18   71.1  100.0       0   67   1.1736   19.9   PL2
2021-01-09  16:46:36  32.17   70.6  100.0       0   67   1.0437   20.6   PL2
2021-01-09  16:46:36  31.96   70.0  100.0       0   65   1.1320   19.6   PL2
2021-01-09  16:46:36  32.01   69.7  100.0       0   66   1.1792   20.3   PL2
2021-01-09  16:46:36  31.68   74.1  100.0       0   67   0.9684   19.8   PL2
2021-01-09  16:46:36  32.46   67.7  100.0       0   65   0.9614   19.8   PL2
2021-01-09  16:46:36  32.08   69.5  100.0       0   66   0.9557   19.8   PL2
2021-01-09  16:46:37  32.91   64.6  100.0       0   66   1.0436   20.3   PL2
2021-01-09  16:46:37  32.35   68.8  100.0       0   64   1.1112   19.8   PL2
2021-01-09  16:46:37  32.22   70.6  100.0       0   66   0.9771   19.8   PL2
2021-01-09  16:46:37  32.25   70.0  100.0       0   66   1.0466   19.9   PL2
2021-01-09  16:46:37  32.71   66.0  100.0       0   66   1.0811   20.3   PL2
2021-01-09  16:46:37  32.33   70.9  100.0       0   66   0.9554   19.7   PL2
2021-01-09  16:46:37  32.81   67.8  100.0       0   66   1.0259   20.2   PL2
2021-01-09  16:46:37  31.21   78.9  100.0       0   67   1.0057   19.7   PL2
2021-01-09  16:46:38  31.22   76.8  100.0       0   65   0.9398   20.3   PL2
2021-01-09  16:46:38  32.70   68.9  100.0       0   66   0.9980   19.6   PL2
2021-01-09  16:46:38  33.06   64.5  100.0       0   66   0.9750   20.6   PL2
2021-01-09  16:46:38  32.25   68.4  100.0       0   65   1.0065   19.6   PL2
2021-01-09  16:46:38  33.58   61.7  100.0       0   69   1.1021   20.2   PL2
2021-01-09  16:46:38  33.04   66.5  100.0       0   66   1.0898   19.7   PL2
2021-01-09  16:46:38  33.99   62.2  100.0       0   65   1.1385   19.6   PL2
2021-01-09  16:46:38  33.24   64.6  100.0       0   66   1.0078   20.2   PL2
2021-01-09  16:46:39  33.36   64.7  100.0       0   66   0.9966   20.3   PL2
2021-01-09  16:46:39  34.52   59.4  100.0       0   65   1.0360   19.5   PL2
2021-01-09  16:46:39  33.22   63.1  100.0       0   66   1.0598   19.8   PL2
2021-01-09  16:46:39  32.32   68.5  100.0       0   66   1.1541   20.3   PL2
2021-01-09  16:46:39  33.19   64.7  100.0       0   67   1.0027   19.7   PL2
2021-01-09  16:46:39  33.20   67.3  100.0       0   66   0.9138   20.3   PL2
2021-01-09  16:46:39  32.62   68.6  100.0       0   66   0.9132   19.6   PL2
2021-01-09  16:46:39  32.76   68.6  100.0       0   67   0.9739   20.3   PL2
2021-01-09  16:46:40  33.31   64.3  100.0       0   66   1.0002   20.1   PL2
2021-01-09  16:46:40  33.39   64.6  100.0       0   67   0.9587   19.6   PL2
2021-01-09  16:46:40  33.73   61.6  100.0       0   66   1.2559   19.7   PL2
2021-01-09  16:46:40  32.58   69.6  100.0       0   67   0.9973   20.2   PL2
2021-01-09  16:46:40  33.41   63.7  100.0       0   66   0.9574   20.4   PL2
2021-01-09  16:46:40  33.39   64.2  100.0       0   66   1.0341   19.3   PL2
2021-01-09  16:46:40  32.70   69.1  100.0       0   66   1.0131   20.6   PL2
2021-01-09  16:46:40  32.46   70.6  100.0       0   66   1.0726   19.6   PL2
2021-01-09  16:46:41  32.58   69.0  100.0       0   66   1.0060   20.3   PL2
2021-01-09  16:46:41  32.80   67.3  100.0       0   67   1.0277   19.3   PL2
2021-01-09  16:46:41  33.21   64.1  100.0       0   66   0.9855   20.1   PL2
2021-01-09  16:46:41  30.57   81.7  100.0       0   67   0.9777   19.8   PL2
2021-01-09  16:46:41  32.81   65.1  100.0       0   65   1.1309   20.1   PL2
2021-01-09  16:46:41  32.76   65.6  100.0       0   65   1.0874   19.9   PL2
2021-01-09  16:46:41  32.59   67.3  100.0       0   66   1.2563   19.8   PL2
2021-01-09  16:46:41  32.88   67.6  100.0       0   66   1.0693   20.4   PL2
2021-01-09  16:46:42  32.45   71.4  100.0       0   66   0.9175   20.0   PL2
2021-01-09  16:46:42  32.81   65.3  100.0       0   65   0.9763   19.9   PL2
2021-01-09  16:46:42  33.68   62.0  100.0       0   66   1.1144   19.9   PL2
2021-01-09  16:46:42  31.81   73.1  100.0       0   65   1.2206   20.2   PL2
2021-01-09  16:46:42  33.26   63.7  100.0       0   67   0.9415   20.1   PL2
2021-01-09  16:46:42  33.59   62.7  100.0       0   68   0.9579   19.3   PL2
2021-01-09  16:46:42  32.95   69.5  100.0       0   67   0.9153   19.9   PL2
2021-01-09  16:46:42  31.97   72.4  100.0       0   65   1.0063   20.1   PL2
2021-01-09  16:46:43  31.51   75.5  100.0       0   65   0.9637   19.8   PL2
2021-01-09  16:46:43  33.86   61.2  100.0       0   66   1.1400   20.4   PL2
2021-01-09  16:46:43  34.08   56.1  100.0       0   65   1.1935   19.6   PL2
2021-01-09  16:46:43  32.48   67.6  100.0       0   65   0.8840   20.1   PL2
2021-01-09  16:46:43  32.61   65.2  100.0       0   66   1.1039   20.2   PL2
2021-01-09  16:46:43  32.24   69.6  100.0       0   66   1.0383   20.1   PL2
2021-01-09  16:46:43  31.73   75.0  100.0       0   65   1.2131   19.3   PL2
2021-01-09  16:46:43  32.72   68.0  100.0       0   66   0.9939   20.4   PL2
2021-01-09  16:46:44  32.14   71.6  100.0       0   65   1.2279   19.6   PL2
2021-01-09  16:46:44  33.00   66.9  100.0       0   66   1.1128   20.0   PL2
2021-01-09  16:46:44  32.98   68.2  100.0       0   66   0.9362   20.2   PL2
2021-01-09  16:46:44  32.16   70.4  100.0       0   67   0.8749   20.0   PL2
2021-01-09  16:46:44  33.12   64.3  100.0       0   65   1.0514   19.7   PL2
2021-01-09  16:46:44  32.73   66.3  100.0       0   66   1.1337   20.0   PL2
2021-01-09  16:46:44  31.10   80.5  100.0       0   66   0.9463   20.4   PL2
2021-01-09  16:46:44  31.96   71.6  100.0       0   67   0.9863   19.8   PL2
